id,price,room_type,minimum_nights,,,,,,,,,
45134910,228,Entire home/apt,31,,,,,,,,,
45134970,199,Entire home/apt,31,,,,,,,,,
45158108,200,Entire home/apt,30,,,,,,,,,
45158110,206,Entire home/apt,30,,,,,,,,,
45161403,293,Entire home/apt,30,,,,,,,,,
45161404,238,Entire home/apt,30,,,,,,,,,
45161470,55,Entire home/apt,30,,,,,,,,,
45162763,120,Entire home/apt,30,,,,,,,,,
45790522,236,Entire home/apt,2,,,,,,,,,
45181410,160,Entire home/apt,30,,,,,,,,,
45806467,199,Entire home/apt,90,,,,,,,,,
45214738,197,Entire home/apt,31,,,,,,,,,
45831456,120,Entire home/apt,90,,,,,,,,,
45215321,147,Entire home/apt,31,,,,,,,,,
45833019,68,Entire home/apt,30,,,,,,,,,
45837480,129,Entire home/apt,31,,,,,,,,,
45837501,172,Entire home/apt,31,,,,,,,,,
45217504,185,Entire home/apt,2,,,,,,,,,
45218253,155,Entire home/apt,1,,,,,,,,,
45841029,133,Entire home/apt,3,,,,,,,,,
45222063,173,Entire home/apt,31,,,,,,,,,
45223282,176,Entire home/apt,30,,,,,,,,,
45252356,119,Entire home/apt,2,,,,,,,,,
45850291,106,Entire home/apt,1,,,,,,,,,
45855850,143,Entire home/apt,31,,,,,,,,,
45870397,175,Entire home/apt,31,,,,,,,,,
45870457,174,Entire home/apt,31,,,,,,,,,
45870481,161,Entire home/apt,31,,,,,,,,,
45272191,282,Entire home/apt,3,,,,,,,,,
45878431,173,Entire home/apt,1,,,,,,,,,
45276736,160,Entire home/apt,30,,,,,,,,,
45881475,71,Private room,1,,,,,,,,,
45277609,178,Entire home/apt,1,,,,,,,,,
45278641,208,Entire home/apt,2,,,,,,,,,
45287163,90,Entire home/apt,30,,,,,,,,,
45897946,204,Entire home/apt,2,,,,,,,,,
45904038,128,Entire home/apt,31,,,,,,,,,
45298799,149,Entire home/apt,90,,,,,,,,,
45910091,239,Entire home/apt,33,,,,,,,,,
45351066,160,Entire home/apt,30,,,,,,,,,
45915379,94,Entire home/apt,2,,,,,,,,,
45937775,95,Private room,30,,,,,,,,,
45937786,278,Entire home/apt,30,,,,,,,,,
45937811,67,Private room,30,,,,,,,,,
45942314,191,Entire home/apt,2,,,,,,,,,
45363764,250,Entire home/apt,2,,,,,,,,,
45365245,179,Entire home/apt,30,,,,,,,,,
45960931,115,Entire home/apt,2,,,,,,,,,
45374620,160,Entire home/apt,30,,,,,,,,,
45992454,493,Entire home/apt,2,,,,,,,,,
45376316,204,Entire home/apt,31,,,,,,,,,
45376387,272,Entire home/apt,31,,,,,,,,,
45377249,291,Entire home/apt,4,,,,,,,,,
45993748,220,Entire home/apt,2,,,,,,,,,
45996405,234,Entire home/apt,2,,,,,,,,,
45424236,300,Entire home/apt,5,,,,,,,,,
45424893,210,Entire home/apt,3,,,,,,,,,
46004218,246,Entire home/apt,1,,,,,,,,,
45425215,219,Entire home/apt,2,,,,,,,,,
46012059,177,Entire home/apt,1,,,,,,,,,
45434099,409,Entire home/apt,2,,,,,,,,,
45458024,140,Entire home/apt,30,,,,,,,,,
46026577,235,Entire home/apt,2,,,,,,,,,
46036096,79,Private room,1,,,,,,,,,
46036787,79,Private room,1,,,,,,,,,
46036925,92,Private room,1,,,,,,,,,
46037073,81,Private room,1,,,,,,,,,
46037172,89,Private room,1,,,,,,,,,
46037518,79,Private room,1,,,,,,,,,
46217829,60,Private room,30,,,,,,,,,
46218428,418,Entire home/apt,2,,,,,,,,,
46219158,60,Private room,30,,,,,,,,,
46051650,295,Entire home/apt,3,,,,,,,,,
46226764,80,Private room,1,,,,,,,,,
46253091,0,Hotel room,1,,,,,,,,,
46058912,100,Entire home/apt,30,,,,,,,,,
46066887,107,Entire home/apt,30,,,,,,,,,
46076878,240,Entire home/apt,31,,,,,,,,,
46076898,204,Entire home/apt,31,,,,,,,,,
46256267,157,Entire home/apt,30,,,,,,,,,
46082004,185,Entire home/apt,31,,,,,,,,,
46258027,355,Entire home/apt,3,,,,,,,,,
46090721,113,Entire home/apt,30,,,,,,,,,
46261128,263,Entire home/apt,1,,,,,,,,,
46091063,168,Entire home/apt,3,,,,,,,,,
46281653,236,Entire home/apt,30,,,,,,,,,
46301013,173,Entire home/apt,30,,,,,,,,,
46308452,446,Entire home/apt,2,,,,,,,,,
46109127,186,Entire home/apt,3,,,,,,,,,
46114156,312,Entire home/apt,31,,,,,,,,,
46114183,171,Entire home/apt,31,,,,,,,,,
46309611,174,Entire home/apt,2,,,,,,,,,
46153210,406,Entire home/apt,2,,,,,,,,,
46214525,1000,Entire home/apt,1,,,,,,,,,
46326019,226,Entire home/apt,31,,,,,,,,,
47047526,197,Entire home/apt,31,,,,,,,,,
46332263,117,Entire home/apt,2,,,,,,,,,
47052793,135,Entire home/apt,30,,,,,,,,,
47053398,60,Private room,30,,,,,,,,,
46340265,280,Entire home/apt,2,,,,,,,,,
47059182,250,Entire home/apt,30,,,,,,,,,
46353222,197,Entire home/apt,1,,,,,,,,,
47092306,115,Entire home/apt,30,,,,,,,,,
46355217,200,Entire home/apt,3,,,,,,,,,
47101995,186,Entire home/apt,1,,,,,,,,,
47112908,184,Entire home/apt,31,,,,,,,,,
47120216,168,Entire home/apt,30,,,,,,,,,
46361697,80,Entire home/apt,2,,,,,,,,,
46397060,240,Entire home/apt,2,,,,,,,,,
47120997,130,Entire home/apt,30,,,,,,,,,
46411408,100,Entire home/apt,30,,,,,,,,,
46434227,174,Entire home/apt,3,,,,,,,,,
47157729,125,Entire home/apt,2,,,,,,,,,
47165299,192,Entire home/apt,31,,,,,,,,,
46437578,145,Entire home/apt,30,,,,,,,,,
47178457,183,Entire home/apt,33,,,,,,,,,
46451740,179,Entire home/apt,1,,,,,,,,,
47185825,175,Entire home/apt,2,,,,,,,,,
46452459,159,Entire home/apt,1,,,,,,,,,
47188664,42,Entire home/apt,30,,,,,,,,,
47194906,171,Entire home/apt,31,,,,,,,,,
47195454,187,Entire home/apt,31,,,,,,,,,
46478593,205,Entire home/apt,31,,,,,,,,,
46480244,231,Entire home/apt,31,,,,,,,,,
46483009,206,Entire home/apt,31,,,,,,,,,
47204529,551,Entire home/apt,2,,,,,,,,,
46509653,83,Private room,1,,,,,,,,,
47263183,214,Entire home/apt,2,,,,,,,,,
46514163,895,Private room,30,,,,,,,,,
47291703,205,Entire home/apt,2,,,,,,,,,
46514195,276,Entire home/apt,30,,,,,,,,,
47308588,172,Entire home/apt,1,,,,,,,,,
47325936,244,Entire home/apt,180,,,,,,,,,
46534569,165,Entire home/apt,3,,,,,,,,,
47337063,108,Entire home/apt,30,,,,,,,,,
46548051,176,Entire home/apt,30,,,,,,,,,
46551469,161,Entire home/apt,3,,,,,,,,,
47354247,137,Entire home/apt,2,,,,,,,,,
46565719,180,Entire home/apt,30,,,,,,,,,
47354345,96,Entire home/apt,30,,,,,,,,,
46578925,139,Entire home/apt,1,,,,,,,,,
46585235,500,Entire home/apt,1,,,,,,,,,
47374711,181,Entire home/apt,1,,,,,,,,,
47392414,1039,Entire home/apt,2,,,,,,,,,
47398354,152,Entire home/apt,30,,,,,,,,,
46587220,129,Entire home/apt,3,,,,,,,,,
47406405,196,Entire home/apt,2,,,,,,,,,
47408169,258,Entire home/apt,2,,,,,,,,,
46589466,276,Entire home/apt,2,,,,,,,,,
47422675,203,Entire home/apt,2,,,,,,,,,
47449969,80,Entire home/apt,30,,,,,,,,,
46598034,130,Entire home/apt,2,,,,,,,,,
46619863,199,Entire home/apt,30,,,,,,,,,
46621678,120,Entire home/apt,2,,,,,,,,,
46622602,55,Private room,30,,,,,,,,,
46622682,39,Private room,30,,,,,,,,,
46630752,137,Entire home/apt,31,,,,,,,,,
46630887,185,Entire home/apt,31,,,,,,,,,
46630900,271,Entire home/apt,31,,,,,,,,,
46647161,318,Entire home/apt,3,,,,,,,,,
47478661,115,Entire home/apt,2,,,,,,,,,
47532120,202,Entire home/apt,30,,,,,,,,,
47546686,58,Entire home/apt,30,,,,,,,,,
46674367,299,Entire home/apt,2,,,,,,,,,
47565469,310,Entire home/apt,2,,,,,,,,,
46674369,158,Entire home/apt,3,,,,,,,,,
46679642,158,Entire home/apt,3,,,,,,,,,
46727219,188,Entire home/apt,2,,,,,,,,,
47566896,86,Entire home/apt,30,,,,,,,,,
47583248,125,Entire home/apt,2,,,,,,,,,
46731714,116,Entire home/apt,2,,,,,,,,,
47583939,68,Private room,2,,,,,,,,,
46732475,119,Entire home/apt,3,,,,,,,,,
47596452,148,Entire home/apt,2,,,,,,,,,
46733802,185,Entire home/apt,2,,,,,,,,,
46748271,1000,Entire home/apt,1,,,,,,,,,
47721751,900,Private room,30,,,,,,,,,
47728180,119,Entire home/apt,5,,,,,,,,,
46757747,185,Entire home/apt,30,,,,,,,,,
46798760,329,Entire home/apt,2,,,,,,,,,
47756154,300,Entire home/apt,30,,,,,,,,,
47814845,83,Entire home/apt,30,,,,,,,,,
46857184,141,Entire home/apt,1,,,,,,,,,
46868403,198,Entire home/apt,31,,,,,,,,,
46876194,371,Entire home/apt,2,,,,,,,,,
47816231,130,Entire home/apt,30,,,,,,,,,
47820761,210,Entire home/apt,1,,,,,,,,,
47822303,187,Entire home/apt,31,,,,,,,,,
47822316,171,Entire home/apt,31,,,,,,,,,
47822329,216,Entire home/apt,31,,,,,,,,,
46876475,264,Entire home/apt,30,,,,,,,,,
46890130,187,Entire home/apt,31,,,,,,,,,
46890153,212,Entire home/apt,31,,,,,,,,,
46897588,90,Entire home/apt,30,,,,,,,,,
46901420,60,Private room,30,,,,,,,,,
47843109,258,Entire home/apt,2,,,,,,,,,
46905015,126,Entire home/apt,2,,,,,,,,,
46917613,114,Private room,30,,,,,,,,,
47844989,80,Entire home/apt,30,,,,,,,,,
47848247,119,Entire home/apt,1,,,,,,,,,
46928633,49,Private room,30,,,,,,,,,
47856630,260,Entire home/apt,4,,,,,,,,,
47858207,159,Entire home/apt,2,,,,,,,,,
46944787,155,Entire home/apt,3,,,,,,,,,
47900852,295,Entire home/apt,4,,,,,,,,,
46961678,64,Entire home/apt,30,,,,,,,,,
47902724,140,Entire home/apt,5,,,,,,,,,
46974831,185,Entire home/apt,3,,,,,,,,,
47908013,88,Entire home/apt,30,,,,,,,,,
47916144,181,Entire home/apt,31,,,,,,,,,
47919660,156,Entire home/apt,31,,,,,,,,,
46993410,125,Private room,1,,,,,,,,,
47002843,151,Entire home/apt,4,,,,,,,,,
47924335,87,Entire home/apt,2,,,,,,,,,
47939493,80,Private room,2,,,,,,,,,
47022211,142,Entire home/apt,1,,,,,,,,,
47032823,60,Private room,30,,,,,,,,,
47033018,60,Private room,30,,,,,,,,,
47033205,65,Private room,30,,,,,,,,,
47036686,290,Entire home/apt,1,,,,,,,,,
47939830,247,Entire home/apt,3,,,,,,,,,
47042157,219,Entire home/apt,31,,,,,,,,,
48007942,130,Entire home/apt,31,,,,,,,,,
48008068,125,Entire home/apt,31,,,,,,,,,
48017771,99,Entire home/apt,2,,,,,,,,,
48019499,450,Entire home/apt,2,,,,,,,,,
47942972,328,Entire home/apt,2,,,,,,,,,
47962012,182,Entire home/apt,1,,,,,,,,,
48025964,379,Entire home/apt,2,,,,,,,,,
47962381,134,Entire home/apt,1,,,,,,,,,
47966894,586,Entire home/apt,3,,,,,,,,,
47975435,143,Entire home/apt,1,,,,,,,,,
47975554,143,Entire home/apt,1,,,,,,,,,
47975595,153,Entire home/apt,1,,,,,,,,,
48031092,126,Entire home/apt,1,,,,,,,,,
47978078,109,Entire home/apt,30,,,,,,,,,
47982357,213,Entire home/apt,1,,,,,,,,,
47982947,117,Entire home/apt,30,,,,,,,,,
48041067,530,Entire home/apt,30,,,,,,,,,
48044387,495,Entire home/apt,2,,,,,,,,,
47985606,120,Entire home/apt,31,,,,,,,,,
47988422,129,Entire home/apt,31,,,,,,,,,
47988489,147,Entire home/apt,31,,,,,,,,,
48046428,492,Entire home/apt,2,,,,,,,,,
48054770,147,Entire home/apt,1,,,,,,,,,
47989863,320,Entire home/apt,1,,,,,,,,,
47996773,180,Entire home/apt,30,,,,,,,,,
48058275,279,Entire home/apt,14,,,,,,,,,
47998249,150,Entire home/apt,30,,,,,,,,,
47998856,202,Entire home/apt,30,,,,,,,,,
48059347,130,Entire home/apt,30,,,,,,,,,
48000244,48,Entire home/apt,30,,,,,,,,,
48006822,199,Entire home/apt,3,,,,,,,,,
48069119,320,Entire home/apt,2,,,,,,,,,
48070053,87,Entire home/apt,30,,,,,,,,,
48070057,77,Private room,30,,,,,,,,,
48071350,308,Entire home/apt,4,,,,,,,,,
48569368,43,Private room,30,,,,,,,,,
48572643,110,Entire home/apt,2,,,,,,,,,
48075755,195,Entire home/apt,2,,,,,,,,,
48581671,127,Entire home/apt,31,,,,,,,,,
48079334,192,Entire home/apt,3,,,,,,,,,
48585796,240,Entire home/apt,4,,,,,,,,,
48589340,105,Entire home/apt,2,,,,,,,,,
48081558,417,Entire home/apt,3,,,,,,,,,
48097196,95,Entire home/apt,30,,,,,,,,,
48590075,681,Entire home/apt,3,,,,,,,,,
48591264,110,Entire home/apt,30,,,,,,,,,
48107724,110,Entire home/apt,5,,,,,,,,,
48112212,442,Entire home/apt,2,,,,,,,,,
48598582,177,Entire home/apt,31,,,,,,,,,
48598639,328,Entire home/apt,31,,,,,,,,,
48605278,159,Entire home/apt,2,,,,,,,,,
48119054,177,Entire home/apt,30,,,,,,,,,
48156562,80,Entire home/apt,30,,,,,,,,,
48629485,156,Entire home/apt,2,,,,,,,,,
48630038,115,Entire home/apt,30,,,,,,,,,
48159093,198,Entire home/apt,1,,,,,,,,,
48634798,311,Entire home/apt,2,,,,,,,,,
48160763,115,Private room,30,,,,,,,,,
48642000,133,Entire home/apt,2,,,,,,,,,
48173400,114,Entire home/apt,30,,,,,,,,,
48643791,110,Entire home/apt,30,,,,,,,,,
48187886,125,Entire home/apt,3,,,,,,,,,
48648691,279,Entire home/apt,2,,,,,,,,,
48190701,164,Entire home/apt,2,,,,,,,,,
48664932,207,Entire home/apt,1,,,,,,,,,
48198505,80,Entire home/apt,30,,,,,,,,,
48671001,105,Entire home/apt,30,,,,,,,,,
48684444,80,Entire home/apt,3,,,,,,,,,
48684543,115,Entire home/apt,1,,,,,,,,,
48202083,229,Entire home/apt,2,,,,,,,,,
48684962,299,Entire home/apt,2,,,,,,,,,
48698808,145,Entire home/apt,30,,,,,,,,,
48698903,135,Entire home/apt,30,,,,,,,,,
48214818,159,Entire home/apt,3,,,,,,,,,
48216095,199,Entire home/apt,2,,,,,,,,,
48700287,70,Entire home/apt,30,,,,,,,,,
48217817,257,Entire home/apt,31,,,,,,,,,
48217946,240,Entire home/apt,31,,,,,,,,,
48219735,62,Private room,30,,,,,,,,,
48708466,126,Entire home/apt,31,,,,,,,,,
48714803,185,Entire home/apt,2,,,,,,,,,
48714907,395,Entire home/apt,2,,,,,,,,,
48727524,145,Entire home/apt,31,,,,,,,,,
48727590,131,Entire home/apt,31,,,,,,,,,
48727595,112,Entire home/apt,31,,,,,,,,,
48232413,78,Private room,2,,,,,,,,,
48734575,102,Entire home/apt,1,,,,,,,,,
48232954,115,Entire home/apt,30,,,,,,,,,
48236463,125,Entire home/apt,2,,,,,,,,,
48241907,331,Entire home/apt,6,,,,,,,,,
48737264,314,Entire home/apt,30,,,,,,,,,
48739960,379,Entire home/apt,1,,,,,,,,,
48255748,186,Private room,30,,,,,,,,,
48741249,70,Entire home/apt,30,,,,,,,,,
48266237,785,Entire home/apt,4,,,,,,,,,
48279255,146,Entire home/apt,31,,,,,,,,,
48279297,158,Entire home/apt,31,,,,,,,,,
48286305,217,Entire home/apt,4,,,,,,,,,
48774007,175,Entire home/apt,2,,,,,,,,,
48801916,132,Entire home/apt,31,,,,,,,,,
48801924,125,Entire home/apt,31,,,,,,,,,
48291655,161,Entire home/apt,30,,,,,,,,,
48802558,34,Private room,30,,,,,,,,,
48315310,301,Entire home/apt,2,,,,,,,,,
48315408,322,Entire home/apt,3,,,,,,,,,
48316006,1000,Entire home/apt,1,,,,,,,,,
48804710,255,Entire home/apt,2,,,,,,,,,
48806775,335,Entire home/apt,2,,,,,,,,,
48812084,250,Entire home/apt,30,,,,,,,,,
48336213,300,Entire home/apt,2,,,,,,,,,
48342716,265,Entire home/apt,31,,,,,,,,,
48813224,108,Private room,3,,,,,,,,,
48344827,269,Entire home/apt,31,,,,,,,,,
48821508,138,Entire home/apt,31,,,,,,,,,
48354117,108,Entire home/apt,2,,,,,,,,,
48377965,281,Entire home/apt,2,,,,,,,,,
48826380,299,Entire home/apt,2,,,,,,,,,
48842246,150,Entire home/apt,31,,,,,,,,,
48842347,119,Entire home/apt,31,,,,,,,,,
48853448,411,Entire home/apt,1,,,,,,,,,
48382242,156,Entire home/apt,2,,,,,,,,,
48883445,76,Entire home/apt,2,,,,,,,,,
48384774,70,Entire home/apt,30,,,,,,,,,
48394045,201,Entire home/apt,2,,,,,,,,,
48412542,141,Entire home/apt,31,,,,,,,,,
48884001,107,Private room,2,,,,,,,,,
48422048,110,Entire home/apt,4,,,,,,,,,
48885706,321,Entire home/apt,2,,,,,,,,,
48424644,289,Entire home/apt,2,,,,,,,,,
48900814,335,Entire home/apt,3,,,,,,,,,
48424987,39,Private room,30,,,,,,,,,
48903901,167,Entire home/apt,30,,,,,,,,,
48905751,300,Entire home/apt,30,,,,,,,,,
48433421,139,Entire home/apt,31,,,,,,,,,
48447536,54,Private room,1,,,,,,,,,
48917940,209,Entire home/apt,3,,,,,,,,,
48458856,174,Entire home/apt,31,,,,,,,,,
48468491,269,Entire home/apt,3,,,,,,,,,
48475623,247,Entire home/apt,2,,,,,,,,,
48933171,129,Entire home/apt,1,,,,,,,,,
48936700,220,Entire home/apt,1,,,,,,,,,
48954079,467,Entire home/apt,2,,,,,,,,,
48954080,363,Entire home/apt,2,,,,,,,,,
48954082,154,Entire home/apt,2,,,,,,,,,
48954084,313,Entire home/apt,2,,,,,,,,,
48494600,72,Entire home/apt,30,,,,,,,,,
48499024,327,Entire home/apt,2,,,,,,,,,
48502071,135,Entire home/apt,1,,,,,,,,,
48956729,108,Entire home/apt,1,,,,,,,,,
48963695,250,Entire home/apt,2,,,,,,,,,
48504301,208,Entire home/apt,1,,,,,,,,,
48524797,130,Entire home/apt,30,,,,,,,,,
48982170,125,Entire home/apt,6,,,,,,,,,
48987540,175,Entire home/apt,3,,,,,,,,,
48531825,65,Private room,1,,,,,,,,,
49002486,110,Entire home/apt,2,,,,,,,,,
49010380,298,Entire home/apt,2,,,,,,,,,
48532108,813,Entire home/apt,30,,,,,,,,,
49011550,164,Entire home/apt,3,,,,,,,,,
48538969,156,Entire home/apt,31,,,,,,,,,
48538993,139,Entire home/apt,31,,,,,,,,,
48539019,270,Entire home/apt,31,,,,,,,,,
48544003,215,Entire home/apt,1,,,,,,,,,
49027091,245,Entire home/apt,3,,,,,,,,,
49030370,225,Entire home/apt,2,,,,,,,,,
49032590,110,Entire home/apt,30,,,,,,,,,
48553417,125,Entire home/apt,30,,,,,,,,,
49042070,161,Entire home/apt,30,,,,,,,,,
48559835,192,Entire home/apt,31,,,,,,,,,
49060701,119,Entire home/apt,30,,,,,,,,,
49079534,135,Entire home/apt,1,,,,,,,,,
49044744,135,Entire home/apt,30,,,,,,,,,
49054458,98,Private room,1,,,,,,,,,
49095975,247,Entire home/apt,2,,,,,,,,,
49056950,161,Entire home/apt,2,,,,,,,,,
49107811,221,Entire home/apt,1,,,,,,,,,
49060079,89,Entire home/apt,30,,,,,,,,,
49060452,112,Entire home/apt,30,,,,,,,,,
49060594,306,Entire home/apt,30,,,,,,,,,
49060640,293,Entire home/apt,30,,,,,,,,,
49113608,499,Entire home/apt,2,,,,,,,,,
49518078,144,Entire home/apt,2,,,,,,,,,
49522550,106,Entire home/apt,2,,,,,,,,,
49522680,99,Entire home/apt,1,,,,,,,,,
49113826,286,Entire home/apt,3,,,,,,,,,
49127132,172,Entire home/apt,30,,,,,,,,,
49144243,137,Entire home/apt,2,,,,,,,,,
49527497,479,Entire home/apt,2,,,,,,,,,
49531122,172,Entire home/apt,1,,,,,,,,,
49531849,183,Entire home/apt,1,,,,,,,,,
49154057,326,Entire home/apt,3,,,,,,,,,
49158994,115,Entire home/apt,30,,,,,,,,,
49159858,116,Entire home/apt,30,,,,,,,,,
49534257,144,Private room,1,,,,,,,,,
49536097,125,Private room,1,,,,,,,,,
49536295,137,Private room,1,,,,,,,,,
49536544,147,Private room,1,,,,,,,,,
49169308,326,Entire home/apt,3,,,,,,,,,
49169316,260,Entire home/apt,31,,,,,,,,,
49173794,129,Entire home/apt,2,,,,,,,,,
49545660,175,Entire home/apt,3,,,,,,,,,
49177771,96,Private room,1,,,,,,,,,
49180387,276,Entire home/apt,2,,,,,,,,,
49548869,246,Entire home/apt,1,,,,,,,,,
49552731,111,Private room,1,,,,,,,,,
49196210,229,Entire home/apt,2,,,,,,,,,
49197303,158,Entire home/apt,30,,,,,,,,,
49198120,372,Entire home/apt,30,,,,,,,,,
49567606,225,Entire home/apt,3,,,,,,,,,
49202754,270,Entire home/apt,31,,,,,,,,,
49202924,118,Entire home/apt,2,,,,,,,,,
49203012,256,Entire home/apt,31,,,,,,,,,
49206176,164,Entire home/apt,1,,,,,,,,,
49569405,99,Entire home/apt,2,,,,,,,,,
49209662,139,Private room,3,,,,,,,,,
49570751,1000,Entire home/apt,1,,,,,,,,,
49572155,254,Entire home/apt,2,,,,,,,,,
49211457,3000,Entire home/apt,180,,,,,,,,,
49573435,507,Entire home/apt,3,,,,,,,,,
49574865,162,Entire home/apt,30,,,,,,,,,
49219256,125,Private room,1,,,,,,,,,
49229073,0,Hotel room,1,,,,,,,,,
49587954,550,Entire home/apt,3,,,,,,,,,
49229904,314,Entire home/apt,30,,,,,,,,,
49233924,115,Entire home/apt,30,,,,,,,,,
49245495,552,Entire home/apt,2,,,,,,,,,
49246564,121,Entire home/apt,2,,,,,,,,,
49589798,358,Entire home/apt,2,,,,,,,,,
49247736,146,Entire home/apt,2,,,,,,,,,
49590758,153,Entire home/apt,2,,,,,,,,,
49249731,127,Entire home/apt,30,,,,,,,,,
49249759,166,Entire home/apt,30,,,,,,,,,
49249981,177,Entire home/apt,30,,,,,,,,,
49592590,141,Entire home/apt,1,,,,,,,,,
49251550,138,Private room,2,,,,,,,,,
49254280,101,Entire home/apt,30,,,,,,,,,
49262712,50,Private room,1,,,,,,,,,
49594062,110,Private room,2,,,,,,,,,
49263829,188,Private room,1,,,,,,,,,
49594991,136,Entire home/apt,1,,,,,,,,,
49596878,124,Entire home/apt,30,,,,,,,,,
49275438,626,Entire home/apt,2,,,,,,,,,
49290022,149,Entire home/apt,1,,,,,,,,,
49597259,511,Entire home/apt,30,,,,,,,,,
49300280,135,Private room,1,,,,,,,,,
49300715,135,Private room,1,,,,,,,,,
49598714,95,Entire home/apt,2,,,,,,,,,
49611456,246,Entire home/apt,2,,,,,,,,,
49316920,211,Entire home/apt,3,,,,,,,,,
49320459,182,Entire home/apt,3,,,,,,,,,
49345319,146,Private room,1,,,,,,,,,
49615239,400,Entire home/apt,30,,,,,,,,,
49354000,217,Entire home/apt,31,,,,,,,,,
49615518,149,Entire home/apt,1,,,,,,,,,
49615916,146,Entire home/apt,1,,,,,,,,,
49358755,54,Private room,30,,,,,,,,,
49616842,145,Entire home/apt,2,,,,,,,,,
49359651,147,Entire home/apt,3,,,,,,,,,
49360059,299,Entire home/apt,3,,,,,,,,,
49620817,146,Entire home/apt,31,,,,,,,,,
49375797,274,Entire home/apt,31,,,,,,,,,
49633326,103,Private room,1,,,,,,,,,
49381773,65,Private room,30,,,,,,,,,
49634821,129,Entire home/apt,30,,,,,,,,,
49635382,132,Entire home/apt,180,,,,,,,,,
49387417,1000,Entire home/apt,1,,,,,,,,,
49403667,175,Entire home/apt,2,,,,,,,,,
49640588,250,Entire home/apt,30,,,,,,,,,
49404467,303,Entire home/apt,30,,,,,,,,,
49643243,129,Entire home/apt,30,,,,,,,,,
49404504,352,Entire home/apt,30,,,,,,,,,
49404710,182,Entire home/apt,1,,,,,,,,,
49654068,125,Entire home/apt,2,,,,,,,,,
49405256,128,Entire home/apt,3,,,,,,,,,
49655943,191,Entire home/apt,1,,,,,,,,,
49669221,299,Entire home/apt,3,,,,,,,,,
49406615,118,Entire home/apt,3,,,,,,,,,
49409055,583,Entire home/apt,2,,,,,,,,,
49670559,150,Entire home/apt,2,,,,,,,,,
49423033,154,Entire home/apt,2,,,,,,,,,
49679750,130,Entire home/apt,2,,,,,,,,,
49425481,444,Entire home/apt,3,,,,,,,,,
49706027,122,Entire home/apt,2,,,,,,,,,
49710829,108,Private room,1,,,,,,,,,
49710948,112,Private room,2,,,,,,,,,
49712473,170,Entire home/apt,30,,,,,,,,,
49439303,314,Entire home/apt,7,,,,,,,,,
49447838,387,Entire home/apt,2,,,,,,,,,
49450601,218,Entire home/apt,2,,,,,,,,,
49462042,140,Entire home/apt,2,,,,,,,,,
49716510,71,Entire home/apt,30,,,,,,,,,
49467093,199,Entire home/apt,30,,,,,,,,,
49716625,275,Entire home/apt,2,,,,,,,,,
49722195,105,Entire home/apt,2,,,,,,,,,
49732369,387,Entire home/apt,2,,,,,,,,,
49485759,95,Entire home/apt,30,,,,,,,,,
49488963,438,Entire home/apt,2,,,,,,,,,
49738724,263,Entire home/apt,2,,,,,,,,,
49760502,152,Entire home/apt,5,,,,,,,,,
49492181,224,Entire home/apt,31,,,,,,,,,
49492197,231,Entire home/apt,31,,,,,,,,,
49492225,228,Entire home/apt,31,,,,,,,,,
49495316,243,Entire home/apt,31,,,,,,,,,
49770432,242,Entire home/apt,3,,,,,,,,,
49796935,100,Entire home/apt,30,,,,,,,,,
49497372,357,Entire home/apt,2,,,,,,,,,
49798293,321,Entire home/apt,1,,,,,,,,,
49798584,255,Entire home/apt,1,,,,,,,,,
49798698,24,Private room,30,,,,,,,,,
49798702,38,Private room,30,,,,,,,,,
49799303,128,Private room,1,,,,,,,,,
49799778,177,Private room,1,,,,,,,,,
49800201,161,Private room,1,,,,,,,,,
49800206,146,Private room,1,,,,,,,,,
49800930,126,Private room,1,,,,,,,,,
49504062,134,Entire home/apt,1,,,,,,,,,
49801814,95,Entire home/apt,30,,,,,,,,,
49505486,186,Entire home/apt,30,,,,,,,,,
49818159,152,Entire home/apt,30,,,,,,,,,
49505487,243,Entire home/apt,30,,,,,,,,,
49513521,160,Entire home/apt,3,,,,,,,,,
49879114,253,Entire home/apt,1,,,,,,,,,
49832497,202,Entire home/apt,1,,,,,,,,,
49838282,275,Entire home/apt,30,,,,,,,,,
49883276,149,Entire home/apt,1,,,,,,,,,
49841461,152,Entire home/apt,2,,,,,,,,,
49887631,160,Entire home/apt,30,,,,,,,,,
49841544,153,Entire home/apt,1,,,,,,,,,
49841975,368,Entire home/apt,2,,,,,,,,,
49889828,145,Entire home/apt,30,,,,,,,,,
49894965,260,Entire home/apt,31,,,,,,,,,
49895027,255,Entire home/apt,31,,,,,,,,,
49904972,128,Entire home/apt,30,,,,,,,,,
49844695,238,Entire home/apt,2,,,,,,,,,
49853692,181,Entire home/apt,30,,,,,,,,,
49907218,177,Entire home/apt,4,,,,,,,,,
49907715,85,Private room,1,,,,,,,,,
49861972,205,Entire home/apt,1,,,,,,,,,
49874859,100,Private room,1,,,,,,,,,
49909867,229,Entire home/apt,2,,,,,,,,,
50197031,250,Entire home/apt,2,,,,,,,,,
49926164,200,Entire home/apt,30,,,,,,,,,
50200463,75,Entire home/apt,30,,,,,,,,,
49926704,123,Private room,1,,,,,,,,,
49929178,460,Entire home/apt,6,,,,,,,,,
50208067,162,Entire home/apt,2,,,,,,,,,
50212118,233,Entire home/apt,2,,,,,,,,,
49930404,144,Entire home/apt,2,,,,,,,,,
