id,price,room_type,minimum_nights,,,,,,,,,
23001080,110,Private room,1,,,,,,,,,
24393004,397,Entire home/apt,3,,,,,,,,,
23018202,40,Private room,30,,,,,,,,,
24395100,836,Entire home/apt,2,,,,,,,,,
23060625,230,Entire home/apt,1,,,,,,,,,
23075059,150,Entire home/apt,3,,,,,,,,,
24410427,209,Entire home/apt,7,,,,,,,,,
23104353,296,Entire home/apt,30,,,,,,,,,
24433183,145,Entire home/apt,2,,,,,,,,,
23127965,143,Entire home/apt,2,,,,,,,,,
24443627,133,Entire home/apt,1,,,,,,,,,
23131508,110,Entire home/apt,1,,,,,,,,,
24446185,140,Entire home/apt,30,,,,,,,,,
23131522,148,Entire home/apt,30,,,,,,,,,
23233095,197,Entire home/apt,1,,,,,,,,,
24473699,110,Entire home/apt,2,,,,,,,,,
24561301,175,Entire home/apt,3,,,,,,,,,
23237667,76,Entire home/apt,2,,,,,,,,,
24576042,112,Entire home/apt,30,,,,,,,,,
23251165,280,Entire home/apt,30,,,,,,,,,
23256472,87,Entire home/apt,30,,,,,,,,,
24580635,177,Entire home/apt,1,,,,,,,,,
23273138,133,Entire home/apt,30,,,,,,,,,
24607657,231,Entire home/apt,3,,,,,,,,,
23274254,115,Entire home/apt,30,,,,,,,,,
24636874,164,Entire home/apt,2,,,,,,,,,
23275901,239,Entire home/apt,3,,,,,,,,,
24653260,103,Entire home/apt,30,,,,,,,,,
24673935,90,Entire home/apt,30,,,,,,,,,
23293234,140,Entire home/apt,2,,,,,,,,,
24675839,70,Entire home/apt,180,,,,,,,,,
23329400,229,Entire home/apt,2,,,,,,,,,
23355289,200,Entire home/apt,2,,,,,,,,,
24695469,311,Entire home/apt,5,,,,,,,,,
23380543,90,Private room,1,,,,,,,,,
24709053,60,Private room,30,,,,,,,,,
23413590,99,Private room,30,,,,,,,,,
24728697,210,Entire home/apt,2,,,,,,,,,
24734607,72,Entire home/apt,30,,,,,,,,,
24752447,152,Entire home/apt,5,,,,,,,,,
23414672,94,Entire home/apt,2,,,,,,,,,
24755524,250,Entire home/apt,2,,,,,,,,,
24761186,241,Entire home/apt,30,,,,,,,,,
24772746,122,Entire home/apt,2,,,,,,,,,
23415552,125,Entire home/apt,60,,,,,,,,,
24809443,208,Entire home/apt,1,,,,,,,,,
23435452,150,Entire home/apt,30,,,,,,,,,
24848205,299,Entire home/apt,3,,,,,,,,,
23451023,190,Entire home/apt,2,,,,,,,,,
24865391,311,Entire home/apt,3,,,,,,,,,
23469069,115,Entire home/apt,3,,,,,,,,,
24879614,101,Entire home/apt,3,,,,,,,,,
23472055,105,Entire home/apt,180,,,,,,,,,
24888909,104,Entire home/apt,2,,,,,,,,,
23484388,180,Entire home/apt,30,,,,,,,,,
24893567,88,Entire home/apt,30,,,,,,,,,
23486764,450,Private room,120,,,,,,,,,
24894772,150,Private room,30,,,,,,,,,
24921116,120,Entire home/apt,3,,,,,,,,,
24922414,89,Entire home/apt,2,,,,,,,,,
23523959,110,Entire home/apt,1,,,,,,,,,
23527657,79,Entire home/apt,30,,,,,,,,,
24959196,170,Entire home/apt,2,,,,,,,,,
23541178,131,Entire home/apt,30,,,,,,,,,
25053046,239,Entire home/apt,21,,,,,,,,,
23543030,618,Entire home/apt,1,,,,,,,,,
25055857,246,Entire home/apt,4,,,,,,,,,
23548888,164,Entire home/apt,1,,,,,,,,,
25083383,80,Shared room,30,,,,,,,,,
26074454,161,Entire home/apt,3,,,,,,,,,
26078987,464,Entire home/apt,30,,,,,,,,,
25087100,250,Entire home/apt,2,,,,,,,,,
25110702,816,Entire home/apt,29,,,,,,,,,
25113399,265,Entire home/apt,1,,,,,,,,,
26134331,275,Entire home/apt,30,,,,,,,,,
26135947,145,Entire home/apt,2,,,,,,,,,
25115867,399,Entire home/apt,2,,,,,,,,,
26138712,136,Entire home/apt,3,,,,,,,,,
26139729,259,Entire home/apt,30,,,,,,,,,
26143461,160,Entire home/apt,1,,,,,,,,,
25170755,172,Entire home/apt,3,,,,,,,,,
25188308,114,Entire home/apt,2,,,,,,,,,
26207740,94,Entire home/apt,1,,,,,,,,,
25204844,152,Entire home/apt,2,,,,,,,,,
26230157,225,Entire home/apt,2,,,,,,,,,
25213896,190,Entire home/apt,2,,,,,,,,,
25224607,81,Private room,2,,,,,,,,,
25230615,96,Private room,2,,,,,,,,,
26232189,155,Entire home/apt,30,,,,,,,,,
25231650,135,Entire home/apt,1,,,,,,,,,
26258898,350,Entire home/apt,120,,,,,,,,,
25261563,553,Entire home/apt,3,,,,,,,,,
26279366,338,Entire home/apt,3,,,,,,,,,
25265293,125,Entire home/apt,30,,,,,,,,,
26292065,159,Entire home/apt,1,,,,,,,,,
25296669,125,Entire home/apt,30,,,,,,,,,
26303627,199,Entire home/apt,30,,,,,,,,,
25316979,182,Entire home/apt,2,,,,,,,,,
26310453,39,Private room,30,,,,,,,,,
25328220,179,Entire home/apt,30,,,,,,,,,
26334328,97,Private room,2,,,,,,,,,
26362891,499,Entire home/apt,3,,,,,,,,,
25338089,179,Entire home/apt,30,,,,,,,,,
25356262,178,Entire home/apt,2,,,,,,,,,
26364712,55,Private room,30,,,,,,,,,
25371191,259,Entire home/apt,2,,,,,,,,,
26382097,210,Entire home/apt,30,,,,,,,,,
26425189,250,Entire home/apt,1,,,,,,,,,
25372987,157,Entire home/apt,3,,,,,,,,,
26425599,300,Entire home/apt,2,,,,,,,,,
25381145,125,Entire home/apt,2,,,,,,,,,
26448115,343,Entire home/apt,30,,,,,,,,,
25394602,125,Entire home/apt,2,,,,,,,,,
26448460,106,Entire home/apt,30,,,,,,,,,
26448906,160,Entire home/apt,2,,,,,,,,,
26453784,191,Entire home/apt,1,,,,,,,,,
25427908,175,Entire home/apt,2,,,,,,,,,
25444751,178,Entire home/apt,3,,,,,,,,,
25458599,310,Entire home/apt,30,,,,,,,,,
26466765,325,Entire home/apt,7,,,,,,,,,
26471553,148,Entire home/apt,3,,,,,,,,,
25479165,145,Entire home/apt,1,,,,,,,,,
26472719,215,Entire home/apt,2,,,,,,,,,
25490529,137,Entire home/apt,30,,,,,,,,,
26496748,91,Private room,2,,,,,,,,,
25510353,138,Entire home/apt,30,,,,,,,,,
25512975,487,Entire home/apt,30,,,,,,,,,
25513020,296,Entire home/apt,30,,,,,,,,,
26526206,160,Entire home/apt,1,,,,,,,,,
25521162,361,Entire home/apt,1,,,,,,,,,
25522021,160,Entire home/apt,30,,,,,,,,,
26562018,150,Entire home/apt,30,,,,,,,,,
25522201,72,Private room,2,,,,,,,,,
26566116,115,Entire home/apt,30,,,,,,,,,
25522851,123,Entire home/apt,3,,,,,,,,,
26599527,100,Entire home/apt,5,,,,,,,,,
25538577,339,Entire home/apt,2,,,,,,,,,
26607432,100,Private room,30,,,,,,,,,
25551802,179,Entire home/apt,2,,,,,,,,,
25567558,185,Entire home/apt,2,,,,,,,,,
26667492,131,Entire home/apt,3,,,,,,,,,
25576528,74,Private room,2,,,,,,,,,
26718147,30,Private room,30,,,,,,,,,
25582819,763,Entire home/apt,30,,,,,,,,,
25583974,373,Entire home/apt,30,,,,,,,,,
26721802,88,Entire home/apt,30,,,,,,,,,
25585275,125,Entire home/apt,3,,,,,,,,,
26722322,120,Entire home/apt,2,,,,,,,,,
25618985,107,Entire home/apt,3,,,,,,,,,
26737843,227,Entire home/apt,14,,,,,,,,,
25664899,89,Entire home/apt,30,,,,,,,,,
26747050,117,Entire home/apt,3,,,,,,,,,
25725786,295,Entire home/apt,4,,,,,,,,,
26756649,769,Entire home/apt,3,,,,,,,,,
25736941,165,Entire home/apt,5,,,,,,,,,
26783185,435,Entire home/apt,30,,,,,,,,,
26788913,148,Entire home/apt,30,,,,,,,,,
25754867,186,Entire home/apt,30,,,,,,,,,
26790896,118,Entire home/apt,30,,,,,,,,,
26804995,112,Entire home/apt,2,,,,,,,,,
25781184,150,Entire home/apt,30,,,,,,,,,
26841349,92,Shared room,30,,,,,,,,,
25783922,250,Entire home/apt,4,,,,,,,,,
26845976,346,Entire home/apt,4,,,,,,,,,
25809603,296,Entire home/apt,3,,,,,,,,,
25816497,171,Entire home/apt,30,,,,,,,,,
26848107,150,Entire home/apt,2,,,,,,,,,
25833193,98,Private room,2,,,,,,,,,
25870982,204,Entire home/apt,1,,,,,,,,,
26874520,183,Entire home/apt,1,,,,,,,,,
25885124,162,Entire home/apt,2,,,,,,,,,
26888506,135,Entire home/apt,2,,,,,,,,,
26894254,54,Private room,1,,,,,,,,,
25894869,110,Entire home/apt,3,,,,,,,,,
26922783,224,Entire home/apt,1,,,,,,,,,
25896487,361,Entire home/apt,30,,,,,,,,,
25896751,374,Private room,30,,,,,,,,,
26958405,142,Entire home/apt,5,,,,,,,,,
25908175,154,Entire home/apt,1,,,,,,,,,
26961134,108,Entire home/apt,2,,,,,,,,,
25918552,44,Entire home/apt,88,,,,,,,,,
26963720,252,Entire home/apt,2,,,,,,,,,
25943915,321,Entire home/apt,1,,,,,,,,,
26995748,180,Entire home/apt,30,,,,,,,,,
26996748,80,Entire home/apt,30,,,,,,,,,
25946713,163,Entire home/apt,2,,,,,,,,,
25947717,139,Private room,30,,,,,,,,,
27020058,179,Entire home/apt,30,,,,,,,,,
27021510,147,Entire home/apt,3,,,,,,,,,
25953013,183,Entire home/apt,2,,,,,,,,,
25966547,49,Private room,30,,,,,,,,,
27023519,173,Entire home/apt,1,,,,,,,,,
25982024,132,Entire home/apt,2,,,,,,,,,
27091529,327,Entire home/apt,30,,,,,,,,,
27106446,179,Entire home/apt,30,,,,,,,,,
26014732,131,Entire home/apt,30,,,,,,,,,
27107417,449,Entire home/apt,30,,,,,,,,,
27111854,176,Entire home/apt,1,,,,,,,,,
26058456,40,Private room,30,,,,,,,,,
27144007,84,Private room,1,,,,,,,,,
26065165,539,Entire home/apt,3,,,,,,,,,
27368377,161,Entire home/apt,1,,,,,,,,,
27162280,108,Entire home/apt,2,,,,,,,,,
27369320,156,Entire home/apt,1,,,,,,,,,
27431875,200,Entire home/apt,2,,,,,,,,,
27434633,205,Entire home/apt,1,,,,,,,,,
27208473,110,Entire home/apt,30,,,,,,,,,
27448176,52,Private room,30,,,,,,,,,
27221728,150,Entire home/apt,30,,,,,,,,,
27233427,65,Private room,30,,,,,,,,,
27464173,171,Entire home/apt,1,,,,,,,,,
27470230,165,Entire home/apt,1,,,,,,,,,
27253521,79,Entire home/apt,30,,,,,,,,,
27270094,98,Entire home/apt,30,,,,,,,,,
27291968,62,Private room,2,,,,,,,,,
27483264,199,Entire home/apt,2,,,,,,,,,
27485425,141,Entire home/apt,1,,,,,,,,,
27292154,77,Private room,2,,,,,,,,,
27314115,121,Entire home/apt,30,,,,,,,,,
27328475,75,Entire home/apt,30,,,,,,,,,
27489843,159,Entire home/apt,3,,,,,,,,,
27331743,179,Entire home/apt,2,,,,,,,,,
27492845,100,Entire home/apt,30,,,,,,,,,
27334813,361,Entire home/apt,2,,,,,,,,,
27496043,185,Entire home/apt,3,,,,,,,,,
27342729,101,Entire home/apt,1,,,,,,,,,
27509933,1200,Entire home/apt,7,,,,,,,,,
27547511,170,Entire home/apt,30,,,,,,,,,
27368322,180,Entire home/apt,3,,,,,,,,,
27553758,97,Private room,1,,,,,,,,,
28781499,89,Entire home/apt,1,,,,,,,,,
27602783,69,Private room,1,,,,,,,,,
28784434,120,Entire home/apt,3,,,,,,,,,
27607985,131,Entire home/apt,2,,,,,,,,,
27608157,180,Entire home/apt,1,,,,,,,,,
28786706,81,Private room,5,,,,,,,,,
27633718,129,Entire home/apt,3,,,,,,,,,
28787210,100,Entire home/apt,2,,,,,,,,,
27636397,52,Private room,1,,,,,,,,,
28800469,60,Shared room,30,,,,,,,,,
27659518,152,Entire home/apt,4,,,,,,,,,
28805689,95,Entire home/apt,1,,,,,,,,,
27678040,108,Private room,1,,,,,,,,,
27680010,31,Private room,30,,,,,,,,,
27680098,25,Private room,30,,,,,,,,,
28841487,81,Private room,5,,,,,,,,,
28932291,150,Entire home/apt,5,,,,,,,,,
27682114,191,Entire home/apt,3,,,,,,,,,
27683974,207,Entire home/apt,2,,,,,,,,,
28956135,141,Entire home/apt,7,,,,,,,,,
27697218,350,Entire home/apt,4,,,,,,,,,
28965495,132,Entire home/apt,1,,,,,,,,,
27704338,150,Entire home/apt,30,,,,,,,,,
27705446,94,Entire home/apt,2,,,,,,,,,
29032817,475,Entire home/apt,30,,,,,,,,,
27706992,181,Entire home/apt,2,,,,,,,,,
29074613,520,Entire home/apt,30,,,,,,,,,
27752865,102,Private room,2,,,,,,,,,
27807081,341,Entire home/apt,1,,,,,,,,,
27820717,39,Private room,30,,,,,,,,,
29102430,118,Entire home/apt,30,,,,,,,,,
29130515,200,Entire home/apt,30,,,,,,,,,
27849459,78,Private room,1,,,,,,,,,
27875010,41,Private room,30,,,,,,,,,
27894530,39,Private room,1,,,,,,,,,
27895001,35,Private room,1,,,,,,,,,
27895209,42,Private room,1,,,,,,,,,
29139416,209,Entire home/apt,30,,,,,,,,,
29182677,135,Entire home/apt,3,,,,,,,,,
27896764,500,Entire home/apt,180,,,,,,,,,
27900515,172,Entire home/apt,1,,,,,,,,,
29221322,599,Entire home/apt,3,,,,,,,,,
29221597,90,Entire home/apt,30,,,,,,,,,
29251722,224,Entire home/apt,3,,,,,,,,,
27908343,195,Entire home/apt,5,,,,,,,,,
29261279,68,Private room,140,,,,,,,,,
27909830,155,Entire home/apt,2,,,,,,,,,
29280801,139,Entire home/apt,3,,,,,,,,,
29284906,86,Private room,30,,,,,,,,,
27928737,128,Entire home/apt,2,,,,,,,,,
27929606,101,Entire home/apt,1,,,,,,,,,
29287942,90,Entire home/apt,30,,,,,,,,,
29314161,149,Entire home/apt,2,,,,,,,,,
27960420,148,Entire home/apt,2,,,,,,,,,
27966220,114,Entire home/apt,3,,,,,,,,,
29361063,85,Entire home/apt,30,,,,,,,,,
27984069,100,Entire home/apt,3,,,,,,,,,
27993068,39,Private room,1,,,,,,,,,
27993345,53,Private room,1,,,,,,,,,
29372096,117,Entire home/apt,30,,,,,,,,,
28027896,300,Entire home/apt,2,,,,,,,,,
29384355,199,Entire home/apt,30,,,,,,,,,
29396603,250,Entire home/apt,2,,,,,,,,,
28029784,90,Private room,30,,,,,,,,,
29418584,275,Entire home/apt,30,,,,,,,,,
28051388,171,Entire home/apt,30,,,,,,,,,
29488633,146,Entire home/apt,3,,,,,,,,,
28051995,68,Entire home/apt,3,,,,,,,,,
29594876,151,Entire home/apt,1,,,,,,,,,
28106693,256,Entire home/apt,3,,,,,,,,,
29628857,80,Entire home/apt,1,,,,,,,,,
28150567,80,Entire home/apt,30,,,,,,,,,
28154887,92,Entire home/apt,30,,,,,,,,,
29636462,203,Entire home/apt,30,,,,,,,,,
28202957,292,Entire home/apt,1,,,,,,,,,
29636713,250,Entire home/apt,30,,,,,,,,,
28208320,200,Entire home/apt,30,,,,,,,,,
28214746,84,Entire home/apt,30,,,,,,,,,
29657673,110,Entire home/apt,2,,,,,,,,,
29762331,174,Entire home/apt,1,,,,,,,,,
28220417,239,Entire home/apt,1,,,,,,,,,
28249646,100,Entire home/apt,2,,,,,,,,,
29775779,75,Entire home/apt,30,,,,,,,,,
29776840,119,Entire home/apt,2,,,,,,,,,
28310191,85,Entire home/apt,2,,,,,,,,,
29798397,135,Private room,30,,,,,,,,,
28317348,59,Entire home/apt,30,,,,,,,,,
29798498,151,Entire home/apt,30,,,,,,,,,
28385302,125,Entire home/apt,4,,,,,,,,,
28403400,158,Entire home/apt,1,,,,,,,,,
29802192,103,Entire home/apt,2,,,,,,,,,
29848922,84,Entire home/apt,3,,,,,,,,,
28411010,198,Entire home/apt,1,,,,,,,,,
29849964,279,Entire home/apt,4,,,,,,,,,
28414569,125,Entire home/apt,3,,,,,,,,,
28466540,273,Entire home/apt,3,,,,,,,,,
29877836,250,Entire home/apt,3,,,,,,,,,
29881128,149,Entire home/apt,28,,,,,,,,,
28471944,175,Entire home/apt,5,,,,,,,,,
28521122,320,Entire home/apt,1,,,,,,,,,
28581267,250,Entire home/apt,30,,,,,,,,,
29889060,68,Entire home/apt,30,,,,,,,,,
28590842,128,Entire home/apt,30,,,,,,,,,
29961931,189,Entire home/apt,30,,,,,,,,,
28656754,130,Entire home/apt,1,,,,,,,,,
29979422,141,Entire home/apt,2,,,,,,,,,
28677425,69,Entire home/apt,1,,,,,,,,,
30013204,99,Entire home/apt,30,,,,,,,,,
30018439,250,Entire home/apt,7,,,,,,,,,
28693622,195,Entire home/apt,30,,,,,,,,,
30024068,110,Entire home/apt,3,,,,,,,,,
28699203,211,Entire home/apt,2,,,,,,,,,
30044044,148,Entire home/apt,4,,,,,,,,,
28712510,70,Private room,2,,,,,,,,,
28722561,159,Entire home/apt,1,,,,,,,,,
28781130,498,Entire home/apt,30,,,,,,,,,
30044981,149,Entire home/apt,2,,,,,,,,,
30093335,197,Entire home/apt,2,,,,,,,,,
30772471,281,Entire home/apt,2,,,,,,,,,
30113499,119,Entire home/apt,4,,,,,,,,,
30114679,199,Entire home/apt,30,,,,,,,,,
30124134,165,Entire home/apt,3,,,,,,,,,
30775742,104,Entire home/apt,2,,,,,,,,,
30808504,202,Entire home/apt,30,,,,,,,,,
30130681,195,Entire home/apt,1,,,,,,,,,
30815319,115,Entire home/apt,1,,,,,,,,,
30131884,105,Entire home/apt,2,,,,,,,,,
30859809,80,Private room,30,,,,,,,,,
30894545,200,Entire home/apt,30,,,,,,,,,
30176806,115,Entire home/apt,2,,,,,,,,,
30228341,200,Entire home/apt,30,,,,,,,,,
30960947,141,Entire home/apt,1,,,,,,,,,
30234326,164,Entire home/apt,3,,,,,,,,,
31040215,110,Entire home/apt,1,,,,,,,,,
30237428,259,Entire home/apt,4,,,,,,,,,
31116686,174,Entire home/apt,2,,,,,,,,,
30270054,159,Entire home/apt,30,,,,,,,,,
31129657,104,Entire home/apt,3,,,,,,,,,
31138126,99,Entire home/apt,2,,,,,,,,,
30290674,80,Entire home/apt,30,,,,,,,,,
31145360,162,Entire home/apt,3,,,,,,,,,
31202562,86,Private room,30,,,,,,,,,
30407197,99,Entire home/apt,30,,,,,,,,,
31219270,699,Entire home/apt,30,,,,,,,,,
31219741,300,Entire home/apt,60,,,,,,,,,
31221278,84,Private room,30,,,,,,,,,
30417137,65,Entire home/apt,30,,,,,,,,,
31243526,270,Entire home/apt,2,,,,,,,,,
30421688,95,Entire home/apt,30,,,,,,,,,
31287568,95,Entire home/apt,3,,,,,,,,,
30426117,81,Private room,30,,,,,,,,,
31294061,91,Private room,2,,,,,,,,,
30426797,331,Entire home/apt,7,,,,,,,,,
31321961,83,Private room,30,,,,,,,,,
31391400,67,Entire home/apt,30,,,,,,,,,
30430318,389,Entire home/apt,30,,,,,,,,,
31444663,110,Entire home/apt,3,,,,,,,,,
30500795,83,Private room,30,,,,,,,,,
30539193,266,Entire home/apt,30,,,,,,,,,
31462782,153,Entire home/apt,2,,,,,,,,,
30539198,266,Entire home/apt,30,,,,,,,,,
30540162,214,Entire home/apt,30,,,,,,,,,
30540439,226,Entire home/apt,30,,,,,,,,,
30578185,130,Entire home/apt,2,,,,,,,,,
30739349,100,Private room,30,,,,,,,,,
31465446,141,Entire home/apt,4,,,,,,,,,
31476418,149,Entire home/apt,1,,,,,,,,,
32918175,192,Entire home/apt,30,,,,,,,,,
32918230,183,Entire home/apt,30,,,,,,,,,
32918301,225,Entire home/apt,30,,,,,,,,,
32922639,214,Entire home/apt,30,,,,,,,,,
32922642,317,Entire home/apt,30,,,,,,,,,
32944774,70,Private room,2,,,,,,,,,
31489880,225,Entire home/apt,30,,,,,,,,,
32961595,429,Entire home/apt,3,,,,,,,,,
32963775,278,Entire home/apt,2,,,,,,,,,
31498217,70,Entire home/apt,30,,,,,,,,,
32993666,247,Entire home/apt,1,,,,,,,,,
31545482,108,Entire home/apt,3,,,,,,,,,
33020993,599,Entire home/apt,6,,,,,,,,,
31562982,158,Entire home/apt,3,,,,,,,,,
33079261,616,Entire home/apt,2,,,,,,,,,
31593357,120,Entire home/apt,3,,,,,,,,,
33079505,165,Entire home/apt,2,,,,,,,,,
33120365,126,Entire home/apt,2,,,,,,,,,
31602811,80,Entire home/apt,30,,,,,,,,,
31623027,194,Entire home/apt,1,,,,,,,,,
33120448,249,Entire home/apt,30,,,,,,,,,
33149601,168,Entire home/apt,1,,,,,,,,,
31623201,210,Entire home/apt,2,,,,,,,,,
33170097,40,Entire home/apt,80,,,,,,,,,
31649637,130,Entire home/apt,1,,,,,,,,,
33200897,170,Entire home/apt,3,,,,,,,,,
33219833,180,Entire home/apt,30,,,,,,,,,
31690879,84,Entire home/apt,1,,,,,,,,,
31800143,187,Entire home/apt,1,,,,,,,,,
33224279,95,Private room,1,,,,,,,,,
33225888,221,Entire home/apt,2,,,,,,,,,
31823878,399,Entire home/apt,3,,,,,,,,,
33246518,189,Entire home/apt,3,,,,,,,,,
31861313,199,Entire home/apt,3,,,,,,,,,
33249339,115,Entire home/apt,2,,,,,,,,,
31876965,206,Entire home/apt,7,,,,,,,,,
31888796,153,Entire home/apt,30,,,,,,,,,
33250388,91,Entire home/apt,2,,,,,,,,,
33252187,132,Entire home/apt,1,,,,,,,,,
31908087,243,Entire home/apt,3,,,,,,,,,
31985844,144,Entire home/apt,5,,,,,,,,,
31991625,206,Entire home/apt,30,,,,,,,,,
33253927,255,Entire home/apt,3,,,,,,,,,
33270711,134,Entire home/apt,1,,,,,,,,,
33276085,299,Entire home/apt,7,,,,,,,,,
33286578,149,Entire home/apt,2,,,,,,,,,
32009047,79,Entire home/apt,30,,,,,,,,,
33327082,192,Entire home/apt,1,,,,,,,,,
32015904,107,Entire home/apt,5,,,,,,,,,
33350586,255,Entire home/apt,2,,,,,,,,,
32028467,128,Entire home/apt,2,,,,,,,,,
33374955,102,Entire home/apt,30,,,,,,,,,
32049112,100,Entire home/apt,30,,,,,,,,,
33395033,208,Entire home/apt,4,,,,,,,,,
32064854,100,Entire home/apt,30,,,,,,,,,
33400483,141,Entire home/apt,30,,,,,,,,,
32067665,139,Entire home/apt,3,,,,,,,,,
33406731,169,Entire home/apt,2,,,,,,,,,
32089743,80,Entire home/apt,60,,,,,,,,,
33428665,186,Entire home/apt,99,,,,,,,,,
32103231,115,Private room,2,,,,,,,,,
33428969,186,Entire home/apt,99,,,,,,,,,
32115631,189,Entire home/apt,2,,,,,,,,,
33429082,178,Entire home/apt,99,,,,,,,,,
33516836,120,Entire home/apt,30,,,,,,,,,
32169794,150,Entire home/apt,4,,,,,,,,,
33531706,67,Private room,14,,,,,,,,,
32172218,200,Entire home/apt,3,,,,,,,,,
32195610,192,Entire home/apt,1,,,,,,,,,
33583687,147,Entire home/apt,30,,,,,,,,,
32269368,81,Private room,30,,,,,,,,,
33585932,165,Entire home/apt,30,,,,,,,,,
33586036,189,Entire home/apt,30,,,,,,,,,
33589084,55,Private room,30,,,,,,,,,
32290682,115,Entire home/apt,180,,,,,,,,,
32410643,150,Entire home/apt,5,,,,,,,,,
32420771,94,Entire home/apt,30,,,,,,,,,
33617423,220,Entire home/apt,30,,,,,,,,,
33617465,201,Entire home/apt,30,,,,,,,,,
32474278,532,Entire home/apt,3,,,,,,,,,
33617656,196,Entire home/apt,30,,,,,,,,,
33618905,90,Entire home/apt,30,,,,,,,,,
33619584,60,Entire home/apt,30,,,,,,,,,
32476765,130,Entire home/apt,2,,,,,,,,,
33643046,200,Entire home/apt,30,,,,,,,,,
33690503,157,Entire home/apt,3,,,,,,,,,
32478511,299,Entire home/apt,30,,,,,,,,,
33692462,92,Private room,1,,,,,,,,,
33717119,152,Entire home/apt,2,,,,,,,,,
33717205,76,Private room,2,,,,,,,,,
32524046,100,Entire home/apt,30,,,,,,,,,
32526287,183,Entire home/apt,1,,,,,,,,,
33734737,182,Entire home/apt,99,,,,,,,,,
33735026,182,Entire home/apt,99,,,,,,,,,
33735132,182,Entire home/apt,99,,,,,,,,,
33738155,163,Entire home/apt,1,,,,,,,,,
32590821,109,Entire home/apt,1,,,,,,,,,
32595122,373,Entire home/apt,3,,,,,,,,,
32596443,90,Entire home/apt,30,,,,,,,,,
33742635,253,Entire home/apt,30,,,,,,,,,
33742761,293,Entire home/apt,30,,,,,,,,,
32611866,205,Entire home/apt,2,,,,,,,,,
33776522,240,Entire home/apt,2,,,,,,,,,
32619057,104,Entire home/apt,30,,,,,,,,,
33800373,108,Entire home/apt,3,,,,,,,,,
32645076,102,Entire home/apt,30,,,,,,,,,
32664028,148,Entire home/apt,30,,,,,,,,,
32680074,120,Entire home/apt,30,,,,,,,,,
33803288,141,Entire home/apt,5,,,,,,,,,
32691011,170,Entire home/apt,30,,,,,,,,,
32747568,232,Private room,1,,,,,,,,,
33803909,264,Entire home/apt,30,,,,,,,,,
32793488,149,Entire home/apt,2,,,,,,,,,
32836458,145,Entire home/apt,30,,,,,,,,,
33804169,226,Entire home/apt,30,,,,,,,,,
32869227,171,Entire home/apt,30,,,,,,,,,
33833730,215,Entire home/apt,30,,,,,,,,,
33845513,200,Entire home/apt,30,,,,,,,,,
33845521,200,Entire home/apt,30,,,,,,,,,
33845538,200,Entire home/apt,30,,,,,,,,,
33856812,69,Private room,2,,,,,,,,,
32902443,202,Entire home/apt,5,,,,,,,,,
34037427,74,Private room,3,,,,,,,,,
33877230,152,Entire home/apt,2,,,,,,,,,
34066096,299,Entire home/apt,7,,,,,,,,,
33878810,122,Entire home/apt,5,,,,,,,,,
34097274,318,Entire home/apt,6,,,,,,,,,
33900098,402,Entire home/apt,30,,,,,,,,,
33915271,177,Entire home/apt,2,,,,,,,,,
34162981,154,Entire home/apt,1,,,,,,,,,
33915294,130,Entire home/apt,30,,,,,,,,,
34177477,151,Entire home/apt,30,,,,,,,,,
33940567,191,Entire home/apt,30,,,,,,,,,
34226545,138,Entire home/apt,30,,,,,,,,,
33941434,301,Entire home/apt,30,,,,,,,,,
33961254,216,Entire home/apt,2,,,,,,,,,
34235091,75,Entire home/apt,30,,,,,,,,,
33988269,204,Entire home/apt,7,,,,,,,,,
34259570,202,Entire home/apt,1,,,,,,,,,
34264537,105,Entire home/apt,30,,,,,,,,,
34293672,140,Entire home/apt,30,,,,,,,,,
34002012,229,Entire home/apt,30,,,,,,,,,
34310719,143,Entire home/apt,2,,,,,,,,,
34311900,89,Private room,30,,,,,,,,,
34368191,312,Entire home/apt,30,,,,,,,,,
34369757,275,Entire home/apt,30,,,,,,,,,
34371592,77,Private room,30,,,,,,,,,
34385038,185,Private room,15,,,,,,,,,
35339569,117,Entire home/apt,28,,,,,,,,,
35340461,241,Entire home/apt,2,,,,,,,,,
34397966,201,Private room,2,,,,,,,,,
34409642,394,Entire home/apt,2,,,,,,,,,
35350514,157,Entire home/apt,30,,,,,,,,,
34448530,97,Private room,2,,,,,,,,,
34472056,124,Entire home/apt,1,,,,,,,,,
35360181,418,Entire home/apt,30,,,,,,,,,
35420708,79,Entire home/apt,3,,,,,,,,,
34473541,1000,Entire home/apt,1,,,,,,,,,
34502984,81,Private room,30,,,,,,,,,
34503476,81,Private room,30,,,,,,,,,
35465643,72,Entire home/apt,3,,,,,,,,,
35490462,165,Entire home/apt,35,,,,,,,,,
34504826,225,Entire home/apt,3,,,,,,,,,
35522201,200,Entire home/apt,30,,,,,,,,,
34505467,269,Entire home/apt,3,,,,,,,,,
35544099,250,Entire home/apt,30,,,,,,,,,
34505734,250,Entire home/apt,1,,,,,,,,,
35546534,137,Entire home/apt,3,,,,,,,,,
34512007,131,Entire home/apt,10,,,,,,,,,
35577491,110,Entire home/apt,30,,,,,,,,,
34533709,60,Private room,30,,,,,,,,,
35601606,34,Private room,30,,,,,,,,,
34534774,125,Private room,20,,,,,,,,,
34535666,124,Entire home/apt,6,,,,,,,,,
