neighborhood_id,listing_id
150970845,6687395
150939846,5104918
150939846,6689259
0,5137315
150970845,6694276
977967666,6705584
2374422052,5174876
150959549,6716874
2374422052,5241773
150936037,6734621
2374422052,5259194
150977876,5299060
150939846,6779893
150970845,6794702
2374422052,5328449
150972830,5337848
0,6797786
0,5340242
150938688,6813623
2404270129,5346780
0,6813846
150946182,5362889
150940157,5364244
2374422052,6852960
150970845,5372181
150939846,6908161
150939846,5386937
150970845,6937492
2404270129,6973790
977967666,5407311
2374422052,6991188
2404270129,5422159
2404270129,6993019
6152786240,5424448
0,7008269
0,7010764
150940157,5470629
2404270129,7035498
150939846,5470943
150939846,5492490
6152786240,7037522
0,5525073
0,7066118
2374422052,5578943
2374422052,7075948
0,5581705
150939846,7087957
0,5640722
150946182,7091397
150970845,5652705
2404270129,7116795
150946182,5680462
150970845,7131797
977967666,7153101
150959549,5682316
0,7178239
150946182,5686435
150938688,7219541
150975261,5832908
0,5882923
0,7221204
977967666,5883409
2404270129,5900224
2404270129,5918741
150940157,5919096
2374422052,7229015
150939846,5969069
0,5980730
150939846,7275464
150977876,7239217
150970845,7278583
6152786240,7285916
2374422052,7305969
0,7245581
150977876,7324041
150940157,7245701
0,7331079
150975261,7247518
150959549,7342445
150970845,7257457
2374422052,7344117
150959549,7262142
150970845,7349029
150936037,7264708
0,7350456
977967666,7353834
150970845,8373832
150972830,8385444
150959549,7397715
2404270129,8409750
2404270129,8410028
0,7418814
0,8418650
2374422052,8425013
150938688,7434103
0,7455832
150970845,7462250
150940157,8426827
0,7483750
0,8441477
150946182,7492877
150946182,8515408
150939846,7500191
150940157,8524349
0,8597297
2374422052,7500976
150972830,7529124
0,8612922
150940157,8630702
150970845,7533537
150959549,7562331
231658837,7581631
2404270129,8637174
2374422052,7602926
0,7604654
0,7619727
2404270129,8701578
150975261,7636185
231658837,7638263
150959549,8734809
150970845,8780358
150972830,7638282
0,7646637
150940157,8866927
977967666,8869680
150972830,8870139
2374422052,7660932
150939846,8902327
150970845,7665415
150936037,7676574
150946182,7678064
0,8924767
150939846,8941541
150946182,8941768
150936037,7692281
150975261,9013441
231658837,7697340
150975261,7718139
0,7745196
0,9067268
0,9068419
150975261,7748778
2404270129,7789438
0,9110560
150975261,7800238
150940157,9138923
0,9154294
0,9154462
0,9157232
150946182,9167786
977967666,7810447
0,9174327
150939846,7823973
150939846,7843995
0,9217030
150939846,7871885
150938688,9233533
150940157,7873789
0,9234966
0,7886645
0,9262389
2374422052,9303743
150970845,7886656
150936037,7902005
6152786240,9364302
150951309,7921065
150940157,9367465
150959549,7922013
150946182,9368342
150959549,7922663
0,7935437
2374422052,9407255
150977876,9435521
150939846,7940358
2374422052,9448215
150959549,7956337
2404270129,7987854
150940157,9449437
2374422052,9457328
150972830,7995944
150936037,8029177
2374422052,9512909
150946182,9522082
0,8054902
150939846,9579441
150939846,9580021
0,8099917
150940157,9587410
150972830,8101042
0,8101791
977967666,8165389
150977876,9590835
0,9611409
150975261,8187592
0,9654152
150970845,8194782
150959549,8195348
150939846,9696950
150936037,8207987
150970845,9803484
977967666,9813185
2374422052,8242212
150970845,9813684
150936037,8248970
2374422052,9814002
0,8255615
0,9820818
150939846,8257837
150959549,9823290
0,8290643
0,9883227
0,9887142
2404270129,8292981
0,9907337
2374422052,9909445
2374422052,9974658
0,9995551
150936037,10054747
2404270129,10125020
2374422052,10252909
150959549,10263907
0,10280132
0,8306501
2404270129,10292753
150970845,8307502
150939846,10295151
150938688,10332096
150959549,8326413
150970845,10332360
150959549,10341497
150972830,10344631
0,8352692
150970845,10363748
0,10364350
2374422052,10382585
150936037,12497002
0,10412792
0,10459203
2374422052,10497998
0,12518952
2374422052,10550119
150975261,10565147
2404270129,10569919
150970845,10599859
150946182,12537842
0,10675363
2404270129,10677610
150970845,12566321
2374422052,10728468
150946182,10733212
0,12573882
150975261,10773688
150940157,10773776
0,12601662
150977876,10790541
150939846,12625278
2374422052,10834487
150939846,12632193
150940157,10835493
150939846,12649999
2374422052,12672933
0,10880656
2374422052,12704096
150946182,10949926
150959549,12708859
0,10969868
150938688,12730043
2404270129,12740637
2374422052,11047227
0,12786096
977967666,11069945
0,12798217
0,12811781
2374422052,11128182
150975261,11143024
0,12812601
150959549,11237991
977967666,12835141
2374422052,12847258
150940157,11254431
150972830,11282097
150936037,12850858
150939846,11302585
150940157,12868418
2404270129,12869052
2404270129,12908346
231658837,12918045
0,12929985
150940157,11304405
150972830,11308653
150939846,11335586
0,12931310
150939846,11356904
150970845,12933768
150972830,11392479
0,12934096
150977876,12934440
150951309,11398085
2404270129,11433918
150970845,11462366
0,12957936
2404270129,12958490
0,12968264
977967666,11462832
150972830,12972434
2374422052,11497199
2374422052,12987793
150975261,11498207
150970845,12991648
150939846,11512414
2404270129,12998479
150972830,13017780
150970845,13021356
6152786240,11573287
150939846,13030215
150946182,11601374
0,13032264
150939846,11619498
150972830,13033238
150959549,11638111
6152786240,13033576
0,11674535
150940157,13045179
150970845,11697817
150936037,13073909
150946182,13081598
150946182,11743748
977967666,13082625
150970845,11819518
977967666,13083601
2404270129,11845640
977967666,13085197
2404270129,11890234
150939846,13101706
150970845,11892077
0,11929388
0,13140719
977967666,11972509
0,13141142
150959549,13142498
150939846,12011079
150939846,13155310
977967666,13157632
150946182,12042411
150938688,13173803
2404270129,13191810
0,12056343
0,13192961
0,12069871
2374422052,13224936
150946182,12170734
150939846,12185450
150946182,13226208
150946182,13240176
150959549,12191280
0,13251351
150959549,12208188
977967666,13252771
150936037,13273883
150939846,12224432
150972830,12233882
2404270129,13313994
2404270129,13318575
0,12246399
2404270129,13331221
0,12249990
2374422052,13332139
0,12272813
2374422052,12290286
150970845,13334770
150959549,13390576
0,12343805
0,13436253
150970845,12359179
150946182,13437692
0,12379796
2374422052,13451352
2374422052,13451764
2374422052,13452009
0,12423091
6152786240,13494687
150946182,13532046
0,13533117
150959549,12449616
977967666,13533362
2404270129,13548374
150938688,12456183
0,12473960
150975261,13573225
0,12495116
150940157,13574491
0,14696993
2374422052,14711760
231658837,13606919
0,13607307
0,13622517
0,14716424
0,14716499
0,13623929
977967666,13641844
150959549,14717074
2404270129,14760988
2374422052,13644229
0,14790057
0,13654492
150946182,14790343
977967666,13658425
150936037,14798986
150959549,13661449
150959549,13684864
0,13687977
150939846,14841017
0,13689184
0,13689263
0,13696391
150940157,13712209
2404270129,13732104
0,13751731
150940157,14855437
2404270129,13753865
150936037,13781518
2404270129,13786651
0,13787761
150975261,13789894
150970845,13794197
0,13814892
150940157,13823956
0,13825056
150946182,14872179
977967666,13831631
231658837,13843060
150975261,13845855
150939846,13846894
150939846,13865648
0,13908739
150959549,14872823
150972830,13913909
150977876,13935333
2374422052,13940437
0,13941977
150939846,14902010
150970845,13960559
150939846,13981404
150940157,14902204
150940157,14010358
2404270129,14010379
0,14011625
2374422052,14025287
0,14042945
0,14049107
0,14070994
150970845,14903598
0,14917821
150959549,14084566
2374422052,14103694
0,14108275
150939846,14108770
150939846,14918819
0,14128202
0,14166071
150959549,14928686
150946182,14166842
150936037,14167055
977967666,14183117
150946182,14186845
150939846,14991780
2404270129,14187192
6152786240,14201915
0,15028921
150970845,14213134
150939846,15053620
977967666,14217071
150938688,14220168
6152786240,14240147
977967666,14410216
2374422052,14455104
150939846,14465929
150959549,15109066
2374422052,14468790
150939846,14473862
150946182,14522498
0,15111676
2404270129,14555211
150946182,14577606
150946182,15117022
6152786240,15159094
2374422052,14592693
2404270129,14610580
0,14670084
150975261,14683894
150939846,16000099
150959549,15160598
150970845,15164797
150939846,16000287
150939846,16000373
150939846,16000566
150939846,16000623
0,16026758
150936037,16027121
2404270129,15178392
2374422052,16027567
0,16033188
150972830,16054161
0,16057038
150977876,16069222
150939846,15221864
2374422052,16133871
0,15281555
0,16177116
0,16180550
150938688,15288743
0,16232208
150939846,15298636
2404270129,16256640
150946182,15299294
977967666,16260044
0,15299300
0,15299411
150977876,16283445
0,16300855
0,16301175
150977876,16302080
150959549,16334559
150940157,15299612
150970845,16338772
2374422052,15318650
0,16352541
2404270129,16353693
150975261,16389086
0,15337460
0,16407622
150946182,15359889
0,16412916
150977876,15362150
2374422052,15365615
2404270129,15381188
150975261,16415616
6152786240,16426835
0,15407769
150946182,15407909
150946182,15408985
0,16477955
150970845,16480261
0,16502894
150946182,15424249
150939846,16516448
150940157,16516756
0,16519148
150959549,16521895
0,16546621
150946182,16579012
977967666,16602889
150975261,15438530
0,15456841
150940157,15464261
150946182,16617445
2404270129,16619811
0,15482578
150946182,15537773
150975261,16620899
150939846,15548833
2404270129,16635898
977967666,15550339
150975261,16638438
2404270129,15554062
2404270129,16650261
150970845,15625389
977967666,16690527
0,16726705
231658837,15633363
150940157,15634259
150939846,16755038
2404270129,15700294
2404270129,16767131
150936037,15746020
2374422052,16807494
0,15774993
150970845,15792703
0,16807983
0,16815738
150959549,15816866
2374422052,15817305
0,16873284
2404270129,15820436
2404270129,15832847
150970845,16895409
0,15832893
0,15858568
2404270129,16900385
2404270129,15859042
2374422052,16928699
150939846,15885497
0,15901973
150939846,16943987
150939846,15917796
150939846,15927940
150946182,16962405
150970845,15929975
150975261,16997899
150946182,17000592
150946182,17011270
150946182,15955405
150959549,17027969
150940157,15967039
0,17030061
150970845,15975033
150936037,15984482
150940157,17031553
150975261,17348568
2404270129,17388273
2374422052,17075365
150946182,17423614
2404270129,17433936
150946182,17445861
150938688,17094436
0,17462390
977967666,17463195
0,17483323
150940157,17095283
2374422052,17177425
0,17483515
2404270129,17510283
150959549,17178460
0,17513274
150946182,17190446
150975261,17210191
150972830,17514702
0,17556476
150975261,17569817
150970845,17569942
150970845,17221609
0,17573676
0,17575412
150972830,17228224
150940157,17585489
150972830,17228779
150936037,17303750
0,17589837
2404270129,17345311
0,17608455
150946182,18409620
150946182,17610590
2404270129,17611308
0,18414350
150946182,18430634
150940157,17635723
977967666,18450779
2404270129,18451722
0,18477502
150939846,17658016
150972830,18478643
150946182,17716612
0,18485076
150938688,17732885
150946182,18491600
150946182,18491674
0,18491733
977967666,18492251
2404270129,17736840
150936037,18504533
150972830,17746911
150946182,18507422
0,18508910
150959549,17767017
150959549,18522787
2374422052,18527372
0,17777744
2374422052,17787304
0,18529198
150975261,18630803
150939846,17790080
150939846,17790593
150972830,18633109
150939846,17790632
150939846,17791049
150936037,18635270
2404270129,17814988
2404270129,18636268
0,17829271
150940157,18637918
2374422052,17865690
150939846,17878829
0,17882923
0,17889129
0,17889172
0,17926290
150940157,17937341
150946182,18638163
150970845,17962405
2404270129,18672990
2374422052,18673405
2374422052,18673495
977967666,18690558
2404270129,17979842
0,17990897
0,17992342
0,17992913
0,18728930
0,18737568
2374422052,17993155
150938688,17994682
0,18777600
150972830,18037851
2374422052,18794925
0,18808283
150959549,18058644
150970845,18809004
150970845,18823333
150972830,18097851
150970845,18828559
150939846,18119556
0,18849203
0,18858940
2404270129,18871432
2404270129,18876264
0,18121270
0,18879484
2404270129,18895355
2374422052,18910157
150939846,18934440
0,18156698
0,18943180
150972830,18945014
0,18949136
150939846,18182005
0,18194024
150946182,18194445
150940157,18979238
6152786240,18196871
150951309,18213259
2374422052,18213923
2404270129,18979781
2374422052,18994983
150938688,18215078
150959549,18228390
150975261,18237332
150939846,18996968
150938688,18250300
150946182,18266409
0,19055403
150946182,18313275
150959549,19100455
0,18322559
0,19115007
150938688,18325583
2374422052,19123639
0,18329286
2374422052,18331755
150946182,19176003
150975261,19180196
150977876,19213509
0,19229958
150970845,18348358
977967666,18349381
0,19274366
150939846,18358544
150940157,19316928
0,18370014
150940157,19317112
150940157,19336206
0,18378381
977967666,19350610
150975261,19360673
2374422052,19528362
150959549,19366629
150938688,19532499
0,19384198
150940157,19543829
0,19386335
150970845,19556530
0,19386894
0,19414289
150972830,19566387
150946182,19419602
2374422052,19575179
0,19589907
0,19437592
150946182,19438023
150970845,19438269
150975261,19591463
150970845,19592087
2374422052,19501685
150975261,19594064
2374422052,19507808
0,19508222
0,19598979
0,20213679
150975261,19619980
150959549,20237728
150946182,19626395
2404270129,20269058
150936037,20279587
0,19629725
150972830,19635987
0,20287404
2374422052,19640055
150959549,19697895
0,20325051
150970845,20327028
150939846,19699462
150946182,20328571
150946182,19721795
150972830,19738365
150972830,19738428
150972830,19739161
150959549,20330763
977967666,20367435
6152786240,20379370
2374422052,19743791
0,19766392
150959549,20425771
150959549,20425984
150959549,20426067
150959549,20427308
977967666,20445446
150946182,19768466
150959549,20455588
150970845,19770172
0,20460194
0,19770530
150972830,19771279
0,19785978
0,19785981
2404270129,19785983
2404270129,19785986
2404270129,19785997
2404270129,19786000
2404270129,19786006
0,19786009
2404270129,19786016
2404270129,19786019
2404270129,19786039
2404270129,19786040
2404270129,19786042
2404270129,19786043
150940157,19786059
150970845,19786065
2404270129,19786071
150959549,20487351
2404270129,20497066
150936037,19831358
150940157,20501756
0,19843399
150970845,19844795
150940157,19846180
0,20520544
150946182,19846504
150972830,20524168
150940157,19849588
2374422052,19855651
0,20544121
150946182,19891890
150970845,20586623
6152786240,19893618
150970845,20601895
0,19894816
0,19914644
150939846,20604731
150940157,19963333
2374422052,20606159
150975261,20635859
150946182,19966378
150959549,20012986
150970845,20641402
2404270129,20025666
977967666,20647832
150959549,20651411
977967666,20663660
0,20029802
0,20666810
0,20033536
150940157,20667591
150940157,20034739
150936037,20677875
231658837,20038601
150938688,20692613
231658837,20696304
150946182,20050709
150946182,20071314
150959549,20697098
0,20729321
150959549,20090813
0,20759864
150977876,20095739
150977876,20763717
0,20096729
2404270129,20119509
150946182,20774329
0,20137424
150977876,20138116
150946182,20141183
0,20796522
0,20155839
150946182,20803201
0,20169621
0,20805317
2404270129,20176915
150939846,20831049
150970845,20831082
150970845,20189433
0,20834662
150977876,20881419
150970845,20192701
150959549,20883221
0,21213854
150970845,20889482
0,21214526
150959549,21219909
150970845,20920840
150975261,21220327
0,21252736
150959549,20942684
0,21267688
0,20948220
150959549,21298775
977967666,20970073
150975261,20978960
150959549,21322533
150970845,21326029
150977876,20983058
150939846,21357272
0,21366399
0,20995122
150959549,21372033
0,21010058
150940157,21381109
150946182,21014515
150939846,21382950
150939846,21383834
2404270129,21424409
150970845,21039284
0,21440119
150977876,21440418
150939846,21449791
150936037,21080282
6152786240,21472412
150946182,21082007
150946182,21486512
150959549,21487408
2404270129,21487420
2404270129,21083795
150938688,21105396
0,21490266
2404270129,21490495
0,21108046
2374422052,21501822
150939846,21501950
2404270129,21515448
150970845,21114155
2374422052,21540868
0,21121860
150977876,21548484
2404270129,21594030
150939846,21595583
150959549,21148583
150940157,21596292
150977876,21598019
150977876,21629468
150970845,21155590
150940157,21629539
150946182,21170317
0,21643438
231658837,21175123
150938688,21644920
150977876,21647807
0,21188538
2404270129,21651018
150959549,21199701
150977876,21667529
150936037,21680718
150946182,21203818
2404270129,21699076
150946182,21702555
150972830,21205931
0,22224989
0,21707818
0,22240884
0,21717918
150939846,21776889
150970845,22265012
150946182,21799017
2374422052,21818300
150970845,21826395
2404270129,22267394
150959549,21886733
150959549,21887859
150959549,21888492
150959549,21888838
150959549,21889312
150977876,21912608
150977876,21914270
150970845,21933426
150959549,21935634
2404270129,21944822
2404270129,21944826
2374422052,22292161
0,21945749
0,21968079
150959549,22293005
2404270129,22036022
150972830,22332853
150975261,22037772
0,22338467
0,22066237
0,22066563
150977876,22099090
2374422052,22106598
150970845,22107747
0,22354353
0,22109476
0,22355702
2404270129,22131341
2404270129,22373686
150959549,22410639
0,22150781
150970845,22451351
150975261,22176028
150975261,22190403
150939846,22190735
150972830,22453792
0,22493797
6152786240,22195572
0,22494869
150940157,22205817
2374422052,22224768
977967666,23593403
150939846,22499214
0,22512704
150959549,23667548
150940157,23670997
0,23687940
0,23688200
2374422052,23698647
150939846,23699002
2374422052,23699282
2374422052,23699597
2374422052,23699817
2374422052,23700108
150939846,23700263
150970845,22526979
2374422052,23700774
2374422052,23702661
2374422052,23702901
2374422052,23703054
2374422052,23703583
2374422052,23704668
2374422052,23704752
150939846,23704832
150939846,23705000
2374422052,23705097
2374422052,23705305
150975261,22529947
150959549,23713323
0,22613740
150959549,23770520
150970845,23781996
0,22627982
2374422052,23787402
150959549,22630322
231658837,23877351
0,22639064
0,23878580
0,23883355
150940157,22654864
0,23943343
0,22656833
0,22670142
150977876,23996840
150975261,23997376
2404270129,24015983
0,24022914
150970845,24037284
2404270129,22715967
977967666,24061575
150970845,22730391
0,22732149
150959549,22734110
0,22734146
0,22734794
0,22736809
150940157,24065252
150975261,22786533
150959549,24081619
150959549,24084594
0,24123401
2374422052,22798503
150975261,24136954
150959549,22799378
150959549,22799854
150959549,22800261
2374422052,22808109
150940157,24140987
2374422052,22816524
0,24151151
2374422052,22904624
150975261,24163874
150970845,24166691
150946182,24201272
2374422052,24210756
0,24245145
150946182,24254138
2374422052,22940882
0,24263787
2404270129,24286056
150975261,22956885
0,22983501
150959549,24357607
977967666,24359905
150946182,24369225
150959549,23001080
2404270129,24393004
0,23018202
150946182,24395100
2404270129,23060625
2404270129,23075059
0,24410427
0,23104353
2374422052,24433183
150946182,23127965
0,24443627
150936037,23131508
2404270129,24446185
150970845,23131522
150939846,23233095
150972830,24473699
150946182,24561301
150939846,23237667
150936037,24576042
150939846,23251165
150946182,23256472
150970845,24580635
2374422052,23273138
2404270129,24607657
2374422052,23274254
150946182,24636874
150970845,23275901
150940157,24653260
150946182,24673935
150940157,23293234
2404270129,24675839
0,23329400
150940157,23355289
150970845,24695469
2374422052,23380543
0,24709053
150939846,23413590
150970845,24728697
150936037,24734607
150959549,24752447
150959549,23414672
150946182,24755524
150940157,24761186
150970845,24772746
150939846,23415552
0,24809443
150940157,23435452
0,24848205
2404270129,23451023
2374422052,24865391
150946182,23469069
150959549,24879614
150940157,23472055
2374422052,24888909
150940157,23484388
2374422052,24893567
231658837,23486764
150946182,24894772
150970845,24921116
2374422052,24922414
977967666,23523959
0,23527657
231658837,24959196
0,23541178
150940157,25053046
150975261,23543030
2404270129,25055857
150972830,23548888
150939846,25083383
2404270129,26074454
0,26078987
150972830,25087100
150946182,25110702
2404270129,25113399
150936037,26134331
0,26135947
150946182,25115867
2374422052,26138712
150936037,26139729
2374422052,26143461
150939846,25170755
977967666,25188308
150972830,26207740
150940157,25204844
0,26230157
150946182,25213896
150959549,25224607
150959549,25230615
150970845,26232189
150959549,25231650
0,26258898
150939846,25261563
150946182,26279366
2404270129,25265293
150940157,26292065
150946182,25296669
150939846,26303627
0,25316979
150936037,26310453
0,25328220
150959549,26334328
2374422052,26362891
2404270129,25338089
150975261,25356262
150977876,26364712
231658837,25371191
231658837,26382097
2404270129,26425189
2404270129,25372987
150959549,26425599
150975261,25381145
150946182,26448115
2374422052,25394602
150946182,26448460
150940157,26448906
150939846,26453784
150959549,25427908
2404270129,25444751
2374422052,25458599
150970845,26466765
150946182,26471553
150975261,25479165
0,26472719
2374422052,25490529
150970845,26496748
0,25510353
2374422052,25512975
2374422052,25513020
2404270129,26526206
150946182,25521162
2374422052,25522021
2374422052,26562018
150977876,25522201
0,26566116
150970845,25522851
2374422052,26599527
231658837,25538577
0,26607432
150946182,25551802
150940157,25567558
2404270129,26667492
150977876,25576528
0,26718147
150939846,25582819
150939846,25583974
2374422052,26721802
0,25585275
977967666,26722322
0,25618985
2404270129,26737843
2404270129,25664899
2404270129,26747050
150977876,25725786
150946182,26756649
2374422052,25736941
150940157,26783185
2374422052,26788913
150970845,25754867
977967666,26790896
2404270129,26804995
150946182,25781184
150940157,26841349
2404270129,25783922
150940157,26845976
150970845,25809603
150970845,25816497
0,26848107
150977876,25833193
2404270129,25870982
2404270129,26874520
2374422052,25885124
977967666,26888506
150977876,26894254
150939846,25894869
0,26922783
150940157,25896487
0,25896751
150939846,26958405
2404270129,25908175
0,26961134
150959549,25918552
2374422052,26963720
231658837,25943915
150975261,26995748
150940157,26996748
2404270129,25946713
150936037,25947717
0,27020058
150959549,27021510
150939846,25953013
150959549,25966547
2404270129,27023519
150970845,25982024
150939846,27091529
0,27106446
150936037,26014732
0,27107417
150939846,27111854
150959549,26058456
2374422052,27144007
150940157,26065165
0,27368377
150940157,27162280
2404270129,27369320
150970845,27431875
2404270129,27434633
2404270129,27208473
150959549,27448176
150970845,27221728
2374422052,27233427
0,27464173
2374422052,27470230
150936037,27253521
977967666,27270094
2374422052,27291968
150970845,27483264
0,27485425
2374422052,27292154
150939846,27314115
0,27328475
2404270129,27489843
0,27331743
6152786240,27492845
6152786240,27334813
0,27496043
150946182,27342729
150946182,27509933
150972830,27547511
2374422052,27368322
150938688,27553758
150938688,28781499
150938688,27602783
150970845,28784434
2374422052,27607985
2404270129,27608157
150946182,28786706
2404270129,27633718
150970845,28787210
0,27636397
150938688,28800469
0,27659518
150977876,28805689
2374422052,27678040
150972830,27680010
150972830,27680098
150946182,28841487
150975261,28932291
150946182,27682114
977967666,27683974
2374422052,28956135
150970845,27697218
0,28965495
150936037,27704338
2374422052,27705446
150939846,29032817
150946182,27706992
231658837,29074613
2374422052,27752865
2404270129,27807081
150977876,27820717
0,29102430
150936037,29130515
977967666,27849459
150977876,27875010
150977876,27894530
150977876,27895001
150977876,27895209
2404270129,29139416
2374422052,29182677
2374422052,27896764
977967666,27900515
2404270129,29221322
150939846,29221597
2404270129,29251722
2374422052,27908343
150939846,29261279
150939846,27909830
150939846,29280801
0,29284906
150975261,27928737
150940157,27929606
2374422052,29287942
150940157,29314161
2404270129,27960420
150972830,27966220
0,29361063
0,27984069
150977876,27993068
150977876,27993345
150970845,29372096
0,28027896
150936037,29384355
150946182,29396603
2374422052,28029784
0,29418584
150940157,28051388
150970845,29488633
0,28051995
977967666,29594876
2404270129,28106693
0,29628857
150940157,28150567
150977876,28154887
2404270129,29636462
150946182,28202957
150936037,29636713
2404270129,28208320
150946182,28214746
150939846,29657673
0,29762331
150946182,28220417
150970845,28249646
150940157,29775779
150975261,29776840
150970845,28310191
0,29798397
150970845,28317348
2404270129,29798498
0,28385302
2404270129,28403400
150939846,29802192
150940157,29848922
150939846,28411010
150939846,29849964
0,28414569
2404270129,28466540
150940157,29877836
150939846,29881128
2404270129,28471944
150959549,28521122
150959549,28581267
